,EmployeeNumber,Name,Age,Marital,YearWork,JobLevel,JobRole,OverTime,YearWithManage,Satisfaction,Salary,Travel,Gender,Photo,AttritionRisk
752,1042,Cindy Gilchrest,0,1,0,1,1,0,0,0,1,0,Female,https://datatraining.io/users/user5_round.png,4
753,1043,Angela Paterniti,0,1,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user10_round.png,2
754,1044,Alma Morales,1,1,0,1,1,0,0,0,1,1,Female,https://datatraining.io/users/user10_round.png,6
755,1045,Mildred Lewis,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,0
756,1046,Eileen Rose,1,1,0,1,1,0,0,0,0,1,Female,https://datatraining.io/users/user10_round.png,5
757,1047,Charles Baez,1,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,1
758,1048,Johnny Smith,0,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user1_round.png,1
759,1049,Ricardo Camacho,0,1,0,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user8_round.png,4
760,1050,Laura Tillman,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user11_round.png,0
761,1052,Joseph Andress,0,0,0,0,1,0,1,0,0,0,Male,https://datatraining.io/users/user6_round.png,2
762,1053,Craig Turner,1,0,0,1,0,1,0,0,1,0,Male,https://datatraining.io/users/user4_round.png,4
763,1055,Dora Ottrix,1,0,1,1,1,1,1,0,1,0,Female,https://datatraining.io/users/user11_round.png,7
764,1056,Eric Vickers,1,0,1,1,1,0,1,0,1,0,Male,https://datatraining.io/users/user1_round.png,6
765,1060,Jeffrey Wade,0,0,0,1,0,0,0,0,1,0,Male,https://datatraining.io/users/user1_round.png,2
766,1061,Jason Nakagawa,0,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,1
767,1062,Kristin Russell,0,1,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user2_round.png,1
768,1066,Howard Hernandez,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user1_round.png,0
769,1068,Janet Jackson,1,0,0,1,0,0,0,0,1,0,Female,https://datatraining.io/users/user5_round.png,3
770,1069,Antonio Calderon,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,0
771,1070,Judy Hoover,0,0,0,0,0,0,1,0,0,0,Female,https://datatraining.io/users/user11_round.png,1
772,1071,Peggy Jacob,0,0,0,1,0,0,0,0,1,0,Female,https://datatraining.io/users/user11_round.png,2
773,1073,Ava Macchiarella,0,1,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user10_round.png,1
774,1074,David Burnett,0,1,0,0,0,0,0,0,0,1,Male,https://datatraining.io/users/user6_round.png,2
775,1076,Michael Maki,0,0,0,0,0,0,1,0,0,0,Male,https://datatraining.io/users/user7_round.png,1
776,1077,Debbie Carey,1,1,1,1,1,1,0,0,1,0,Female,https://datatraining.io/users/user2_round.png,7
777,1079,Rhonda Adam,1,1,1,1,1,0,1,1,1,0,Female,https://datatraining.io/users/user5_round.png,8
778,1080,Sandra Nickel,0,0,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user3_round.png,1
779,1081,Darwin Knox,0,0,0,1,0,1,0,0,1,0,Male,https://datatraining.io/users/user4_round.png,3
780,1082,Clifford Lloyd,1,1,0,0,0,0,0,1,0,1,Male,https://datatraining.io/users/user9_round.png,4
781,1083,Leonard Rivera,1,0,0,1,1,0,0,1,1,0,Male,https://datatraining.io/users/user8_round.png,5
782,1084,Ralph Zawacki,1,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,1
783,1085,Lucille Ferretti,0,0,0,1,0,0,0,0,1,0,Female,https://datatraining.io/users/user10_round.png,2
784,1088,Tracey Mcdonald,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user11_round.png,0
785,1092,Frank Pullen,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user8_round.png,0
786,1094,Homer Dunn,1,0,0,1,1,0,0,0,0,1,Male,https://datatraining.io/users/user4_round.png,4
787,1096,Jack Owens,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,0
788,1097,Linda Strecker,1,1,0,0,0,0,0,0,1,0,Female,https://datatraining.io/users/user5_round.png,3
789,1098,Howard Howard,0,0,0,0,1,0,0,0,0,0,Male,https://datatraining.io/users/user8_round.png,1
790,1099,John Benedict,1,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,1
791,1100,John Cross,0,1,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,2
792,1101,Kelly Mapp,1,1,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user11_round.png,2
793,1102,Richard Dickens,1,0,0,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user8_round.png,4
794,1103,Gregory Childs,1,1,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,2
795,1105,Mary Dube,0,0,0,0,0,1,1,0,0,0,Female,https://datatraining.io/users/user2_round.png,2
796,1106,Victor Woodley,1,0,0,1,1,1,0,0,1,0,Male,https://datatraining.io/users/user8_round.png,5
797,1107,Lester Dusenbery,1,0,1,1,1,0,1,0,1,0,Male,https://datatraining.io/users/user9_round.png,6
798,1108,Carlos Jackson,1,1,0,1,0,1,0,0,1,0,Male,https://datatraining.io/users/user4_round.png,5
799,1109,Greg Hamby,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user8_round.png,0
800,1111,Floyd Wikoff,1,0,1,1,1,0,1,1,1,0,Male,https://datatraining.io/users/user7_round.png,7
801,1113,Tommy Mercer,0,1,0,0,0,1,1,0,0,0,Male,https://datatraining.io/users/user8_round.png,3
802,1114,Mitzi Robinson,1,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user10_round.png,1
803,1115,James Sthilaire,1,0,0,1,0,0,1,0,1,1,Male,https://datatraining.io/users/user1_round.png,5
804,1116,Ricardo Kassing,0,1,0,0,0,0,0,0,0,1,Male,https://datatraining.io/users/user6_round.png,2
805,1117,Joann Tilley,0,0,0,0,0,0,0,0,0,1,Female,https://datatraining.io/users/user11_round.png,1
806,1118,Charles Adams,0,1,0,0,0,0,1,0,0,0,Male,https://datatraining.io/users/user4_round.png,2
807,1119,James Clement,0,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,1
808,1120,Lynette Taylor,1,0,0,1,0,0,0,0,1,0,Female,https://datatraining.io/users/user5_round.png,3
809,1121,Dorothy Cox,1,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user11_round.png,1
810,1124,Timothy Simpson,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user8_round.png,0
811,1125,Carlos Elmore,0,1,0,0,0,0,1,0,0,0,Male,https://datatraining.io/users/user8_round.png,2
812,1126,Eunice Schuller,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user2_round.png,0
813,1127,Frank Uttech,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user7_round.png,0
814,1128,Charles Landry,0,1,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user8_round.png,1
815,1131,Rebecca Stevens,1,1,1,1,0,1,0,0,1,0,Female,https://datatraining.io/users/user5_round.png,6
816,1132,James Degrate,0,1,0,0,1,0,0,0,0,1,Male,https://datatraining.io/users/user6_round.png,3
817,1133,Thomas Thomas,0,1,0,0,0,0,0,0,0,1,Male,https://datatraining.io/users/user8_round.png,2
818,1135,Robert Buck,1,0,0,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user1_round.png,4
819,1136,Charles Epstein,1,0,0,1,0,0,0,1,1,0,Male,https://datatraining.io/users/user1_round.png,4
820,1137,Earl Parker,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,0
821,1138,Raymond Rodger,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user8_round.png,0
822,1140,Robert Palmer,1,1,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user7_round.png,2
823,1143,Ann Manning,1,0,0,1,0,0,0,0,1,0,Female,https://datatraining.io/users/user10_round.png,3
824,1148,Raymond Nelson,0,1,0,0,1,0,1,0,0,0,Male,https://datatraining.io/users/user7_round.png,3
825,1150,Anthony Bradford,1,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user1_round.png,2
826,1152,James Cohen,0,0,0,1,1,0,1,0,1,0,Male,https://datatraining.io/users/user9_round.png,4
827,1154,Eric Edwards,1,0,0,1,0,1,0,0,1,0,Male,https://datatraining.io/users/user7_round.png,4
828,1156,Bruce Parsons,1,1,1,1,1,0,1,0,1,1,Male,https://datatraining.io/users/user6_round.png,8
829,1157,Janice Kelsey,1,1,0,0,0,1,0,1,0,0,Female,https://datatraining.io/users/user3_round.png,4
830,1158,Robert Durant,0,0,0,1,1,1,1,0,0,0,Male,https://datatraining.io/users/user6_round.png,4
831,1160,Phillip Miller,1,0,1,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user9_round.png,5
832,1161,Nancy Win,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,0
833,1162,Jessie Tisdale,1,0,0,1,0,0,0,0,1,0,Male,https://datatraining.io/users/user8_round.png,3
834,1163,Bernadette Sandiford,1,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,1
835,1164,Larry Witt,0,1,0,1,1,0,0,0,0,0,Male,https://datatraining.io/users/user1_round.png,3
836,1165,Dorothy Lievano,1,0,0,0,0,0,0,1,0,0,Female,https://datatraining.io/users/user11_round.png,2
837,1166,Dora Davis,0,1,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,1
838,1167,Wallace Evans,0,1,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,2
839,1171,Bruce Angelini,0,1,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,1
840,1172,Ronald Knowles,0,0,0,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user9_round.png,3
841,1173,Albert Shabel,1,1,0,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user6_round.png,5
842,1175,Rita Klitz,1,0,1,1,1,1,1,0,1,0,Female,https://datatraining.io/users/user10_round.png,7
843,1177,Martin Faubion,1,0,0,1,1,0,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,3
844,1179,Joe Strohmayer,1,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,1
845,1180,Jane Yockers,0,0,0,0,0,1,1,0,0,0,Female,https://datatraining.io/users/user10_round.png,2
846,1182,Melvin Grassi,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user1_round.png,0
847,1184,Joseph Warren,1,1,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,2
848,1185,Alvin Weaver,0,0,1,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user4_round.png,4
849,1188,Carolyn Kirkland,0,1,0,0,0,0,0,1,0,0,Female,https://datatraining.io/users/user11_round.png,2
850,1190,Belinda Xavier,1,0,1,1,1,0,1,0,1,1,Female,https://datatraining.io/users/user2_round.png,7
851,1191,Jenny Gilliam,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user11_round.png,0
852,1192,Ethel Ragusano,1,0,0,1,1,0,0,0,1,0,Female,https://datatraining.io/users/user11_round.png,4
853,1193,Lester Maung,1,1,1,1,0,0,1,0,1,0,Male,https://datatraining.io/users/user7_round.png,6
854,1195,Stefanie Morris,0,0,0,1,0,1,0,0,0,0,Female,https://datatraining.io/users/user10_round.png,2
855,1196,Pauline King,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,0
856,1198,Evan Smith,1,1,1,1,1,0,0,1,1,0,Male,https://datatraining.io/users/user8_round.png,7
857,1200,Gene Shedlock,0,1,0,1,0,1,0,0,1,0,Male,https://datatraining.io/users/user4_round.png,4
858,1201,Georgia Roush,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user10_round.png,0
859,1202,Vickie Angell,1,0,0,1,0,1,0,0,1,0,Female,https://datatraining.io/users/user11_round.png,4
860,1203,John Vega,1,0,1,1,0,1,1,0,1,0,Male,https://datatraining.io/users/user6_round.png,6
861,1204,Virginia Brannon,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,0
862,1206,Gary Parsons,0,1,0,1,0,0,1,0,1,1,Male,https://datatraining.io/users/user8_round.png,5
863,1207,Leroy Smith,1,0,0,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user7_round.png,4
864,1210,Jeremiah Christian,0,0,0,1,0,0,1,1,1,1,Male,https://datatraining.io/users/user9_round.png,5
865,1211,Dennis Tesh,1,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user7_round.png,1
866,1212,Charles Wilson,0,0,0,0,0,0,1,0,0,0,Male,https://datatraining.io/users/user4_round.png,1
867,1215,Beatrice Linares,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,0
868,1216,Ernest Baker,1,0,0,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user8_round.png,4
869,1217,Timothy Wiggins,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user7_round.png,0
870,1218,Andreas Hensley,0,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,1
871,1219,Lorraine Lightner,1,0,1,1,1,0,1,0,1,0,Female,https://datatraining.io/users/user11_round.png,6
872,1220,Edna Graves,1,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user10_round.png,1
873,1221,Bobby Mares,0,0,0,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user1_round.png,3
874,1224,Earl Ramirez,1,0,0,0,1,0,0,0,1,0,Male,https://datatraining.io/users/user9_round.png,3
875,1225,Jacob Barth,0,1,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,1
876,1226,Michael Vaness,1,1,1,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user7_round.png,6
877,1228,Randall Farnham,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user7_round.png,0
878,1231,Harold Peterson,0,0,0,0,1,0,0,0,0,1,Male,https://datatraining.io/users/user6_round.png,2
879,1233,John Short,0,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,1
880,1234,Latrice Suggs,1,0,1,1,1,0,0,0,1,0,Female,https://datatraining.io/users/user11_round.png,5
881,1235,Nilsa Lugo,1,1,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user10_round.png,3
882,1237,Terry Haynes,0,0,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user2_round.png,1
883,1238,Christopher Casiano,1,0,0,1,0,0,0,0,1,0,Male,https://datatraining.io/users/user7_round.png,3
884,1239,Linda Morgan,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,0
885,1240,Barry Parker,1,1,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,2
886,1241,Gabriel Morrow,1,0,0,1,0,1,0,0,1,0,Male,https://datatraining.io/users/user1_round.png,4
887,1242,Deborah Perrone,0,0,0,0,0,1,1,0,0,0,Female,https://datatraining.io/users/user3_round.png,2
888,1243,Maria Clancy,0,0,0,0,0,1,0,0,0,1,Female,https://datatraining.io/users/user3_round.png,2
889,1244,James Mclaurin,1,0,0,1,0,1,0,0,1,0,Male,https://datatraining.io/users/user9_round.png,4
890,1245,Pamela Witherite,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user3_round.png,0
891,1246,Abbie Atwood,0,0,0,1,0,0,0,0,1,0,Female,https://datatraining.io/users/user3_round.png,2
892,1248,Thelma Chase,1,1,1,1,0,1,1,0,1,1,Female,https://datatraining.io/users/user2_round.png,8
893,1249,Edith Songer,1,0,0,1,0,0,0,0,1,0,Female,https://datatraining.io/users/user11_round.png,3
894,1250,Jesse Mcginness,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,0
895,1251,Tom Smith,1,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user8_round.png,2
896,1252,Becky Challender,1,1,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user11_round.png,2
897,1254,Una Goolesby,0,1,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user2_round.png,1
898,1255,Lucas Ferreira,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,0
899,1256,Thomas Ahner,0,0,0,0,0,0,1,0,0,0,Male,https://datatraining.io/users/user9_round.png,1
900,1257,Adam Chicoine,0,0,0,1,0,0,0,0,1,0,Male,https://datatraining.io/users/user1_round.png,2
901,1258,Robert Gardner,0,1,0,1,1,0,1,0,1,0,Male,https://datatraining.io/users/user6_round.png,5
902,1259,Juan Martello,1,0,0,1,0,0,0,0,1,0,Male,https://datatraining.io/users/user6_round.png,3
903,1260,Larry Varela,1,0,0,0,0,1,1,0,0,0,Male,https://datatraining.io/users/user9_round.png,3
904,1263,Keith Rivas,0,1,0,0,0,0,1,0,0,0,Male,https://datatraining.io/users/user6_round.png,2
905,1264,Karen James,1,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user3_round.png,1
906,1265,Doris Walters,1,0,1,1,0,0,1,0,1,0,Female,https://datatraining.io/users/user3_round.png,5
907,1267,James Brooks,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user1_round.png,0
908,1268,Jose Farr,1,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,2
909,1269,Beverly Buie,1,1,1,1,0,1,0,0,1,0,Female,https://datatraining.io/users/user11_round.png,6
910,1270,James Williams,1,0,1,1,0,0,0,0,1,0,Male,https://datatraining.io/users/user8_round.png,4
911,1273,James Christmas,1,1,1,1,1,1,1,0,1,0,Male,https://datatraining.io/users/user1_round.png,8
912,1275,John Garner,1,1,0,1,0,1,0,0,1,0,Male,https://datatraining.io/users/user6_round.png,5
913,1277,Kathleen Campbell,0,1,0,0,0,1,0,1,0,0,Female,https://datatraining.io/users/user5_round.png,3
914,1278,Clinton Kehoe,0,0,0,0,0,1,1,0,0,1,Male,https://datatraining.io/users/user4_round.png,3
915,1279,Elizabeth Burnham,1,1,1,1,1,0,0,0,1,0,Female,https://datatraining.io/users/user3_round.png,6
916,1280,Tina Oswalt,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user11_round.png,0
917,1281,Wendy Santos,1,1,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user3_round.png,3
918,1282,Emmanuel Hughes,0,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user8_round.png,1
919,1283,Eric Hair,0,1,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,1
920,1285,Bessie Liedtke,1,0,0,0,1,0,0,0,0,0,Female,https://datatraining.io/users/user10_round.png,2
921,1286,Jason Crafton,1,1,0,1,1,1,0,0,1,0,Male,https://datatraining.io/users/user6_round.png,6
922,1288,Jeffrey Lowe,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user1_round.png,0
923,1289,Teodoro Shultis,1,0,0,0,1,0,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,2
924,1291,Robert Johnson,0,0,0,1,0,1,0,0,1,0,Male,https://datatraining.io/users/user6_round.png,3
925,1292,Christie Vang,0,0,0,0,0,1,1,0,1,0,Female,https://datatraining.io/users/user10_round.png,3
926,1293,Pamela Bentley,0,1,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user2_round.png,1
927,1294,Tammy Sims,0,1,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,2
928,1295,Melissa Manning,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user3_round.png,0
929,1296,Robert Chowenhill,1,0,1,1,1,1,0,0,1,0,Male,https://datatraining.io/users/user4_round.png,6
930,1297,Gabriela Molnar,0,1,0,1,1,0,0,0,1,0,Female,https://datatraining.io/users/user3_round.png,4
931,1298,Karen Rasche,1,1,0,0,0,1,0,0,0,1,Female,https://datatraining.io/users/user10_round.png,4
932,1299,Alice Perez,1,0,0,1,1,1,0,0,1,0,Female,https://datatraining.io/users/user5_round.png,5
933,1301,Harold Jones,1,1,0,1,0,0,0,0,1,0,Male,https://datatraining.io/users/user6_round.png,4
934,1303,Hettie Miller,1,1,1,1,0,0,0,0,1,0,Female,https://datatraining.io/users/user11_round.png,5
935,1304,David Haynes,1,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user8_round.png,1
936,1306,Gloria Twehous,0,1,0,0,0,0,1,0,0,0,Female,https://datatraining.io/users/user2_round.png,2
937,1307,Monique Fischer,0,0,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user3_round.png,1
938,1308,Danny Good,0,0,1,1,0,0,0,0,1,0,Male,https://datatraining.io/users/user9_round.png,3
939,1309,Billie Christian,1,0,0,0,1,0,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,2
940,1310,Salvador Hennessy,0,1,0,1,0,0,0,0,1,0,Male,https://datatraining.io/users/user8_round.png,3
941,1311,Barbara Butler,1,0,0,0,1,0,0,0,0,0,Female,https://datatraining.io/users/user3_round.png,2
942,1312,Joanna Olds,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user11_round.png,0
943,1314,Susan Macdonald,0,1,0,1,1,0,0,0,1,0,Female,https://datatraining.io/users/user10_round.png,4
944,1315,Rhonda Golding,1,0,0,0,1,0,0,0,0,1,Female,https://datatraining.io/users/user5_round.png,3
945,1317,Courtney Delgado,0,0,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user10_round.png,1
946,1318,James Deane,0,1,0,0,0,1,1,0,0,0,Male,https://datatraining.io/users/user6_round.png,3
947,1319,Noah Sorrells,0,1,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,2
948,1321,Priscilla Mills,1,0,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user10_round.png,2
949,1322,Henry Masztal,0,1,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,1
950,1324,Jennifer Sulla,1,0,0,0,0,1,0,0,0,1,Female,https://datatraining.io/users/user11_round.png,3
951,1329,Michael Yanez,0,1,0,0,0,0,0,0,0,1,Male,https://datatraining.io/users/user9_round.png,2
952,1331,Pam Hall,1,1,0,1,1,1,0,0,1,0,Female,https://datatraining.io/users/user11_round.png,6
953,1333,Bradley Thompson,0,0,0,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user1_round.png,3
954,1334,Steven Poole,0,0,0,0,0,1,0,0,0,1,Male,https://datatraining.io/users/user6_round.png,2
955,1336,Wanda Drinkard,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user2_round.png,0
956,1338,Gilbert Ramirez,0,1,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user7_round.png,1
957,1340,Russell Brown,0,0,0,1,0,0,1,0,1,1,Male,https://datatraining.io/users/user9_round.png,4
958,1344,Richard Myers,1,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user7_round.png,1
959,1346,Randy Tricarico,0,1,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,1
960,1349,Lorna Zollars,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,0
961,1350,Brandon Reilly,0,1,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,2
962,1352,Joseph Helfer,0,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user8_round.png,1
963,1355,Evelyn Miller,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user11_round.png,0
964,1356,Eloise Fusco,1,1,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,2
965,1358,William Dafoe,1,0,0,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user7_round.png,4
966,1360,Carol Barnes,0,0,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user2_round.png,1
967,1361,Frank Flores,0,0,0,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user4_round.png,3
968,1362,Raquel Robbins,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user11_round.png,0
969,1363,Jessie Fennell,0,1,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,1
970,1364,Trisha Sadler,1,0,0,1,1,0,1,0,1,0,Female,https://datatraining.io/users/user10_round.png,5
971,1367,Rita Boling,0,1,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user2_round.png,1
972,1368,Hailey Reid,1,1,1,1,1,0,1,0,1,1,Female,https://datatraining.io/users/user2_round.png,8
973,1369,Sherry Janney,0,0,0,0,1,0,1,0,0,0,Female,https://datatraining.io/users/user5_round.png,2
974,1371,Chris Coffey,1,1,0,0,0,0,1,0,0,0,Male,https://datatraining.io/users/user4_round.png,3
975,1372,Victor Brown,0,1,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user1_round.png,2
976,1373,Walter Seidel,0,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,1
977,1374,Lindsay Nguyen,1,0,0,1,0,0,1,0,1,1,Female,https://datatraining.io/users/user3_round.png,5
978,1375,Bettina Gilbert,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user2_round.png,0
979,1377,Robert Echevarria,1,0,0,0,1,0,0,0,0,0,Male,https://datatraining.io/users/user1_round.png,2
980,1379,Elizabeth Wood,1,1,0,1,1,0,1,0,1,0,Female,https://datatraining.io/users/user5_round.png,6
981,1380,Esther Knight,0,0,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user2_round.png,1
982,1382,Curtis Wolfe,0,0,0,1,0,0,0,0,1,0,Male,https://datatraining.io/users/user9_round.png,2
983,1383,Melissa Derr,1,1,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user10_round.png,2
984,1387,Ambrose Hickmon,1,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,1
985,1389,Steven Rodriguez,1,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,2
986,1390,Gregory Flores,0,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,1
987,1391,Gene Grosz,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user7_round.png,0
988,1392,Mandy King,0,0,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user2_round.png,1
989,1394,Todd Li,0,0,0,1,0,1,0,0,1,0,Male,https://datatraining.io/users/user1_round.png,3
990,1395,George Bowden,1,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,1
991,1396,Larry Aguilar,1,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user1_round.png,2
992,1397,Gilbert Jones,0,0,0,0,0,0,0,0,0,1,Male,https://datatraining.io/users/user8_round.png,1
993,1399,Ernesto Longfellow,1,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,1
994,1401,Cassie Davis,0,0,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user10_round.png,1
995,1402,Gail Stgermain,0,1,0,0,0,1,0,1,0,0,Female,https://datatraining.io/users/user3_round.png,3
996,1403,Lynn Norris,1,0,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user10_round.png,2
997,1405,Katherine Hunsinger,1,1,0,1,0,1,0,0,1,0,Female,https://datatraining.io/users/user3_round.png,5
998,1407,David Ramirez,1,1,0,1,0,0,0,0,1,0,Male,https://datatraining.io/users/user6_round.png,4
